,parent_folder,text,filename
783,2887B ,h# UHHUH h#,sw2887B-ws96-i-0084
784,2887B ,h# E D S IS_#,sw2887B-ws96-i-0085
785,2887B ,h# IS BETTER THAN SPRING CREEK h#,sw2887B-ws96-i-0086
786,2887B ,h# YEAH h#,sw2887B-ws96-i-0088
787,2887B ,h# OH YEAH h#,sw2887B-ws96-i-0089
788,2887B ,h# PEOPLE YEAH h#,sw2887B-ws96-i-0090
789,2887B ,h# OH I SEE h#,sw2887B-ws96-i-0092
790,2887B ,h# RIGHT h#,sw2887B-ws96-i-0093
791,2887B ,h# YEAH h#,sw2887B-ws96-i-0094
792,2887B ,h# THAT'S GOOD THAT'S A h# THAT'S A FORTUNATE h# BENEFIT YOU KNOW THAT h#,sw2887B-ws96-i-0095
793,2887B ,h# THEY'RE SO ACTIVE h#,sw2887B-ws96-i-0096
794,2887B ,h# FOR THEIR EMPLOYEES h#,sw2887B-ws96-i-0097
795,2887B ,h# UHHUH h#,sw2887B-ws96-i-0098
796,2887B ,h# YEAH h#,sw2887B-ws96-i-0100
797,2887B ,h# ME TOO h#,sw2887B-ws96-i-0101
798,2887B ,h# ME TOO BECAUSE YOU KNOW WITH UTILITIES AND h# AND HOMES THAT ARE h#,sw2887B-ws96-i-0102
799,2887B ,h# PRICE OF HOMES HAS WENT UP_#,sw2887B-ws96-i-0103
800,2887B ,h# DRASTICALLY LIKE_#,sw2887B-ws96-i-0104
801,2887B ,H# LIKE AN AVERAGE HOUSE IS NOW A HUNDRED THIRTY THOUSAND h#,sw2887B-ws96-i-0105
802,2887B ,h# AND THAT IS UNREAL,sw2887B-ws96-i-0106
803,2887B ,h# BECAUSE WE'VE GOT PEOPLE OUT HERE THAT ARE h# JUST h#,sw2887B-ws96-i-0107
804,2887B ,h# POVERTY LEVEL BUT THEN WE GOT THESE MILLION DOLLAR HOMES SO h#,sw2887B-ws96-i-0108
805,2887B ,h# YOU KNOW WHERE DO YOU FIND A HAPPY MEDIUM AND h# HOW DOES YOUR SALARY,sw2887B-ws96-i-0109
806,2887B ,h# DEAL WITH THAT IT'S NOT h#,sw2887B-ws96-i-0110
807,2887B ,h# YEAH h#,sw2887B-ws96-i-0111
808,2887B ,h# YEAH_! h#,sw2887B-ws96-i-0112
809,2887B ,h# UMHUM,sw2887B-ws96-i-0114
810,2887B ,h# THAT'S TRUE THAT IS EXACTLY WHERE WE ARE h#,sw2887B-ws96-i-0115
811,2887B ,H# THAT'S SO STRANGE h#,sw2887B-ws96-i-0116
812,2887B ,h# COMMON PROBLEM h#,sw2887B-ws96-i-0118
813,2887B ,h# RIGHT h#,sw2887B-ws96-i-0122
814,2887B ,h# YEAH AND I THINK DALLAS h# AS FAR AS h#,sw2887B-ws96-i-0123
815,2887B ,h# ECONOMIC h# UNCERTAINTY IS BETTER h# THAN WHAT h# MOST OF THE COUNTRY IS h#,sw2887B-ws96-i-0124
816,2887B ,h# SO h#,sw2887B-ws96-i-0125
817,2887B ,h# SOMEHOW WE'RE BETTER OFF THAN A LOT OF THEM h#,sw2887B-ws96-i-0126
818,2887B ,h# NO h#,sw2887B-ws96-i-0127
819,2887B ,h# UHHUH h#,sw2887B-ws96-i-0129
820,2887B ,h# YEAH h#,sw2887B-ws96-i-0131
821,2887B ,h# EMPOWERMENT h# ISSUE h#,sw2887B-ws96-i-0132
822,2887B ,h# IS SHE h# RIGHT h#,sw2887B-ws96-i-0133
823,2887B ,h# RIGHT h#,sw2887B-ws96-i-0134
824,2887B ,h# WELL h# VERY WELL h#,sw2887B-ws96-i-0135
825,2887B ,h# IT'S SLOW THOUGH h#,sw2887B-ws96-i-0136
826,2887B ,h# AT LEAST THEY'RE MAKING THE EFFORT TO PUT IT OUT THERE_AND MAKE IT AVAILABLE h#,sw2887B-ws96-i-0137
827,2887B ,h# AND h#,sw2887B-ws96-i-0138
828,2887B ,h# CULTURAL CHANGE WITHIN THE MANAGEMENT FIRST AND NOW IT'S KIND OF FILTERING DOWN TO THE PEON LEVEL h#,sw2887B-ws96-i-0139
829,2887B ,h# BUT h#,sw2887B-ws96-i-0140
830,2887B ,h# I THINK THEY'RE REALLY TRYING h#,sw2887B-ws96-i-0142
831,2887B ,h# IT'S GOnna TAKE h# YEARS THOUGH h#,sw2887B-ws96-i-0143
832,2887B ,h# I MEAN IT'S JUST h# IT'S h# THAT MINDSET h#,sw2887B-ws96-i-0144
833,2887B ,h# HAS TO CHANGE YEAH h#,sw2887B-ws96-i-0146
834,2887B ,h# YEAH h#,sw2887B-ws96-i-0148
835,2887B ,h# YEAH h#,sw2887B-ws96-i-0149
836,2887B ,h# DIDN'T WANT TO CHANGE h#,sw2887B-ws96-i-0150
837,2887B ,h# RIGHT h#,sw2887B-ws96-i-0151
838,2887B ,h# YEAH h#,sw2887B-ws96-i-0152
839,2887B ,h# YEAH h#,sw2887B-ws96-i-0153
840,2887B ,h# OKAY YEAH_#,sw2887B-ws96-i-0154
841,2887B ,ME_# TOO h#,sw2887B-ws96-i-0155
842,2887B ,h# GOOD TALKING TO YOU h#,sw2887B-ws96-i-0156
843,2887B ,h# THANKS h#,sw2887B-ws96-i-0157
844,2888A ,h# BUT h# I'M A NEWS REPORTER SO I h#,sw2888A-ws96-i-0017
845,2889A ,h# AND h# THERE'S SOME STUFF IT'S REALLY h# FOR h#,sw2889A-ws96-i-0016
846,2889B ,i'd_# RATHER h#,sw2889B-ws96-i-0014
847,2889B ,h# NOT REALLY h#,sw2889B-ws96-i-0021
848,2889B ,H# NOT BEING REAL SMOOTH LOOKING h#,sw2889B-ws96-i-0067
849,2893B ,h# WE ALL ARE h#,sw2893B-ws96-i-0038
850,2896A ,H# I'VE h# PAINTED SEVERAL HOUSES h#,sw2896A-ws96-i-0023
851,2896A ,H# ROLLERS AND h#,sw2896A-ws96-i-0062
852,2897A ,H# T I AND SOME OTHER PLACES YOU KNOW THEY HAVE h#,sw2897A-ws96-i-0017
853,2898B ,H# YEAH h#,sw2898B-ws96-i-0047
854,2909A ,H# ONCE THEY HAVE CHILDREN OVER HERE h#,sw2909A-ws96-i-0045
855,2909B ,H# OH YEAH h#,sw2909B-ws96-i-0048
856,2909B ,H# OH YEAH h# THOSE WERE LAWS ARE UNUSUAL yeah_#,sw2909B-ws96-i-0086
857,2910A ,h# I DIDN'T KNOW THAT YEAH h#,sw2910A-ws96-i-0054
858,2911A ,h# RIGHT DO YOU WORK h#,sw2911A-ws96-i-0001
859,2911A ,h# IT'S h# LIKE A HUNDRED DOLLARS A MONTH h#,sw2911A-ws96-i-0017
860,2911A ,h# IT'S NOT JUST h# MEDICAL INSURANCE h#,sw2911A-ws96-i-0021
861,2911A ,h# I TOOK DATA PROCESSING IN COLLEGE_#,sw2911A-ws96-i-0049
862,2911A ,h# I'M GOING TO BE THERE FOR THEM_#,sw2911A-ws96-i-0099
863,2915A ,h# SO THEY GET YOU COMING AND GOING h#,sw2915A-ws96-i-0008
864,2915A ,h# BECAUSE THEY HAVE THE MONEY TO SHELTER h# THINGS AND h#,sw2915A-ws96-i-0017
865,2915B ,H# I THINK THEY WASTE WHAT h# ALL THE MONEY THAT WE PAY_# h#,sw2915B-ws96-i-0003
866,2921B ,h# IN THE MOUNT LEBANON AREA h#,sw2921B-ws96-i-0100
867,2924B ,H# BUT I THINK h#,sw2924B-ws96-i-0017
868,2926B ,H# WOULD SAY h# YOU KNOW WHAT DID YOU DO TODAY h#,sw2926B-ws96-i-0053
869,2926B ,h# ARE h# UNDER TWENTY FIVE_#,sw2926B-ws96-i-0109
870,2927A ,H# ARIZONA USED TO BE LIKE h# YOU KNOW,sw2927A-ws96-i-0041
871,2929B ,h# AND HOPEFULLY THAT THEY WOULD HAVE THEIR h#,sw2929B-ws96-i-0034
872,2932A ,H# BUT h# I'M LIKE YOU I CAME DOWN_! FROM COLORADO h#,sw2932A-ws96-i-0109
873,2932B ,h# THERE'S LESS TIME SPENT OUTSIDE h# MAKING IT LOOK NICE h#,sw2932B-ws96-i-0059
874,2932B ,h# EIGHTY FIVE h#,sw2932B-ws96-i-0076
875,2934B ,h# INTO OUR AREA NORTH CAROLINA h#,sw2934B-ws96-i-0021
876,2935B ,h# I MEAN IT'S JUST YOU REALLY REALLY h#,sw2935B-ws96-i-0046
877,2938A ,h# POLLUTION h#,sw2938A-ws96-i-0081
878,2938B ,h# OH I SEE HUH h#,sw2938B-ws96-i-0119
879,2941A ,h# AND JEEZ IF IT WASN'T h# THE h#,sw2941A-ws96-i-0060
880,2941A ,h# AND SHE SAYS OH AND h# YOU KNOW h# I WOULDN'T h# PUT THE GEL IN MY HAIR h# YOU KNOW h# IN_OTHER WORDS h# YOU'RE TO BORE US A h# you know a TWO OR THREE PIECE SUIT h#,sw2941A-ws96-i-0098
881,2942A ,h# AN h# ELECTRICAL ENGINEER STUDENT AND THEN h# SWITCHED OVER AT SOME POINT h#,sw2942A-ws96-i-0038
882,2942B ,h# well LET h# LET ME ENCOURAGE YOU TO h#,sw2942B-ws96-i-0061
883,2945B ,h# YOU KNOW TO GO FROM h#,sw2945B-ws96-i-0027
884,2950A ,h# OH REALLY h#,sw2950A-ws96-i-0084
885,2953A ,h# I WANT TO RAISE MY KIDS h#,sw2953A-ws96-i-0073
886,2953A ,h# YEAH h# BUT h#,sw2953A-ws96-i-0093
887,2953A ,h# I THINK ONE THAT WOULD h# BE h#,sw2953A-ws96-i-0117
888,2953A ,h# YOU KNOW I MEAN BECAUSE_? h#,sw2953A-ws96-i-0126
889,2956A ,h# CONVOLUTED IN MANY WAYS WHERE PEOPLE WOULD h# ACTUALLY h#,sw2956A-ws96-i-0078
890,2959A ,h# I'm TOO YOUNG YEAH h#,sw2959A-ws96-i-0004
891,2959B ,h# SCHOLARSHIPS h#,sw2959B-ws96-i-0052
892,2959B ,h# AND I h# I SAW THE MOVIE h#,sw2959B-ws96-i-0123
893,2961A ,h# WHICH AMAZES ME h#,sw2961A-ws96-i-0023
894,2962B ,h# AFTER THE BARRY TRIAL h#,sw2962B-ws96-i-0042
895,2964A ,h# ALL THAT TIME AND h#,sw2964A-ws96-i-0015
896,2968B ,h# I'M KIND OF THE h#,sw2968B-ws96-i-0014
897,2968B ,h# OH YEAH IT's IT IT's it IS A INTERESTING h#,sw2968B-ws96-i-0098
898,2969B ,H# AND LAWN CARE h#,sw2969B-ws96-i-0004
899,2969B ,H# IS h# THE h# h#,sw2969B-ws96-i-0049
900,2970B ,H# NO I'm h# I WORK AT h# FOR THE AIR FORCE h#,sw2970B-ws96-i-0008
901,2982B ,h# IS THAT LOCALLY h#,sw2982B-ws96-i-0077
902,2982B ,h# LIKE h# ONE COMPANY HAD PROPOSED TO ME h# THAT I COULD COME BACK TO WORK h# AFTER HAVING THE BABY h#,sw2982B-ws96-i-0085
903,2984A ,H# HAVING A A YARD h#,sw2984A-ws96-i-0066
904,2984B ,H# WEED h# CONTROL h#,sw2984B-ws96-i-0034
905,2984B ,h# AND IT'S FILLING IN WITH h# WITH h# GRASS h#,sw2984B-ws96-i-0128
906,2988A ,h# AND THAT WAS ENOUGH FOR THEM I MEAN THEY JUST h#,sw2988A-ws96-i-0039
907,2998B ,H# ESSENTIALLY I GUESS BECAUSE IT WAS AT CRISIS PROPORTIONS h# WAS h#,sw2998B-ws96-i-0036
908,3002A ,H# AS A MATTER OF FACT I READ THE SUNDAY PAPER THIS EVENING h#,sw3002A-ws96-i-0046
909,3003B ,h# WE TAKE IT EVERYWHERE IT h#,sw3003B-ws96-i-0044
910,3009A ,h# OH I WOULD BE TOO h#,sw3009A-ws96-i-0034
911,3011B ,H# yeah its a h# ? SINGLE FAMILY HOME h#,sw3011B-ws96-i-0090
912,3015B ,h# KIND OF MEDICAL h#,sw3015B-ws96-i-0011
913,3015B ,h# LIKE YOU SAY IT'S h# FIVE DOLLARS AN OFFICE VISIT h#,sw3015B-ws96-i-0078
914,3018B ,h# KIND OF WHINING OR WHATEVER ON IT I h# I DID_# I REALLY DIDN'T THINK IT WAS h# IT WAS THAT_#,sw3018B-ws96-i-0026
915,3018B ,h# THEY h# HAD A LOT OF h#,sw3018B-ws96-i-0032
916,3019A ,h# OH NOW THAT WAS FABULOUS_#,sw3019A-ws96-i-0045
917,3019B ,H# THAT'S RIGHT h# THAT'S RIGHT h#,sw3019B-ws96-i-0117
918,3021B ,h# IT WOULD DEFINITELY BE GUN CONTROL h#,sw3021B-ws96-i-0044
919,3021B ,H# I DON'T REALLY NEED ONE IN THE ASPECTS IN,sw3021B-ws96-i-0056
920,3023A ,H# YEAH h#,sw3023A-ws96-i-0017
921,3024A ,HAVE_# A WOOD BURNER IN OUR HOUSE h# AND_#,sw3024A-ws96-i-0065
922,3025A ,h# AND h# MY HUSBAND LIKED IT h#,sw3025A-ws96-i-0023
923,3025B ,h# I don't LIKE GREASY PLACES,sw3025B-ws96-i-0029
924,3028A ,h# BUT THEY'VE GOT ALL THESE CAUTION SIGNS NOW ON FISH h#,sw3028A-ws96-i-0095
925,3028B ,H# WELL THAT'S HAPPENED BEFORE h#,sw3028B-ws96-i-0052
926,3028B ,H# AND THIS IS BEFORE I WAS h# BORN_#,sw3028B-ws96-i-0106
927,3029A ,H# THEY WANT IT OVER WITH AND THEY WANT THE PERSON PUNISHED AND PUNISHED properly_# h#,sw3029A-ws96-i-0027
928,3029A ,H# I FEEL LIKE THE THE COST OF h#,sw3029A-ws96-i-0030
929,3029A ,H# SORT OF A CATCH TWENTY TWO h#,sw3029A-ws96-i-0093
930,3036A ,H# WELL WHENEVER THEY TALK ABOUT h#,sw3036A-ws96-i-0046
931,3036A ,h# YEAH THE GREATEST HITS RIGHT h#,sw3036A-ws96-i-0081
932,3036B ,h# TOO COUNTRY h#,sw3036B-ws96-i-0026
933,3036B ,H# VERY MUCH SO h#,sw3036B-ws96-i-0032
934,3037A ,H# A RULE AGAINST A CERTAIN h#,sw3037A-ws96-i-0061
935,3040B ,H# BOTH THOSE CENTERS OF h# OF BUSINESS PLUS h#,sw3040B-ws96-i-0058
936,3041B ,h# LET'S SEE h# THE h# IT'S IT'S DIFFERENT IT'S KIND OF IT'S AN ACTION ADVENTURE KIND OF h# YOU KNOW h#,sw3041B-ws96-i-0012
937,3042B ,H# JUST BECAUSE h# THEY h# SHOW UP h#,sw3042B-ws96-i-0023
938,3042B ,h# OUT OF NOWHERE h#,sw3042B-ws96-i-0024
939,3045A ,h# YEAH h#,sw3045A-ws96-i-0042
940,3045A ,h# MIGHT AS WELL START NOW h#,sw3045A-ws96-i-0097
941,3045B ,h# I HAVE ONE OF THOSE YEAH h#,sw3045B-ws96-i-0044
942,3046B ,h# BUT WE DO GET TOGETHER h# FOR h#,sw3046B-ws96-i-0090
943,3047B ,h# it IT WAS LIKE ANOTHER WORLD h#,sw3047B-ws96-i-0046
944,3051B ,h# A MONTH h# AND I h# THOUGHT h#,sw3051B-ws96-i-0105
945,3052B ,h# SELECTING CARE FOR THE ELDERLY h#,sw3052B-ws96-i-0002
946,3055A ,AND_# h# WE HAD A h# A h#,sw3055A-ws96-i-0015
947,3055B ,h# I AVOID THEM WITH ALL h#,sw3055B-ws96-i-0006
948,3056B ,h# FOUND A BUNCH OF MEMOS THAT WERE h# SUPPOSEDLY FROM h#,sw3056B-ws96-i-0038
949,3059A ,h# YEAH h#,sw3059A-ws96-i-0060
950,3059B ,h# BUT ON THE OTHER HAND I'M NOT SURE I WOULD HAVE GONE OTHERWISE AND HAVING GONE h#,sw3059B-ws96-i-0030
951,3059B ,h# AS WE DO AT MOVIE THEATERS h#,sw3059B-ws96-i-0082
952,3062A ,h# THEN IT IT MAKES IT REAL DIFFICULT h#,sw3062A-ws96-i-0031
953,3062A ,h# AND h# THEY COME IN AND THEIR ATTITUDE IS I'M A BAD BOY AND PROCEED TO h#,sw3062A-ws96-i-0045
954,3062B ,h# I THANK GOD EVERY DAY h#,sw3062B-ws96-i-0005
955,3068B ,h# YEAH_! h# WELL h# YEAH I SEE WHAT YOU'RE SAYING h#,sw3068B-ws96-i-0023
956,3069A ,h# YEAH h# SO h#,sw3069A-ws96-i-0097
957,3070B ,IT'S_# A GREAT BIG OPEN BUILDING THAT HAS A WONDERFUL h# KITCHEN IN IT h#,sw3070B-ws96-i-0035
958,3072A ,h# BOAT DOWN THE RIVER AND h#,sw3072A-ws96-i-0040
959,3072A ,h# WAS REALLY INTERESTING h#,sw3072A-ws96-i-0081
960,3072B ,h# BECAUSE IT'S SOMETHING YOU WEREN'T FORCED TO DO h#,sw3072B-ws96-i-0032
961,3073A ,h# THAT TYPE OF SHOW BUT WE LIKE L A LAW h# WE LIKE h#,sw3073A-ws96-i-0013
962,3073A ,h# TO GRAB YOUR ATTENTION h#,sw3073A-ws96-i-0028
963,3073B ,h# I KNOW h#,ISN'T)THAT h# FUNNY h
964,3074B ,h# AND h#,sw3074B-ws96-i-0024
965,3074B ,h# PAYING MEXICO h#,sw3074B-ws96-i-0104
966,3075A ,h# YEAH h#,sw3075A-ws96-i-0028
967,3075B ,h# CANCUN h#,sw3075B-ws96-i-0041
968,3080B ,HAVE_# TO AS YOU GET OLDER YOU HAVE TO REALLY h#,sw3080B-ws96-i-0092
969,3081B ,h# THEN AND I I USUALLY PUT THE h# CUT UP TOMATOES NEXT h#,sw3081B-ws96-i-0062
970,3081B ,h# POULTRY INSTEAD OF THE BEEF AND h#,sw3081B-ws96-i-0099
971,3082B ,h# AND h# WE h# THOUGHT THAT WOULD BE h#,sw3082B-ws96-i-0043
972,3082B ,h# UHHUH h#,sw3082B-ws96-i-0059
973,3083A ,h# WHERE you GOT h#,sw3083A-ws96-i-0035
974,3087A ,h# WHY DID I PICK MUSIC h#,sw3087A-ws96-i-0003
975,3087B ,h# IT'S REALLY h# OUTSTANDING h#,sw3087B-ws96-i-0058
976,3092B ,h# RIGHT h# NOW LIKE MY,sw3092B-ws96-i-0069
977,3095B ,h# DIFFERENT IDEAS THAT h#,sw3095B-ws96-i-0014
978,3095B ,h# AND UH THAT'S NOT h# THE IDEA IT'S h#,sw3095B-ws96-i-0053
979,3095B ,h# THE IDEA IS NOT TO GET THE GUY OFF FOR THE CRIME h#,sw3095B-ws96-i-0054
980,3095B ,h# WHICH h# OR SHOULD NEVER HAVE GONE TO COURT h#,sw3095B-ws96-i-0107
981,3097A ,h# SOCIETY HAS CHANGED_#,sw3097A-ws96-i-0003
982,3099B ,h# BUT YOU HAVE FRIENDS THAT HAVE CHILDREN h#,sw3099B-ws96-i-0004
983,3103A ,h# AND h# I THINK THINGS ARE CHANGING h#,sw3103A-ws96-i-0029
984,3103A ,h# SO THAT'S THE MAIN POINT IS THAT WE ARE GOING AHEAD_#,sw3103A-ws96-i-0034
985,3104B ,h# AT h# UNIVERSITY_OF_NEBRASKA AT LINCOLN h#,sw3104B-ws96-i-0043
986,3104B ,h# BUT I REALLY h# THINK IT'S IMPORTANT h#,sw3104B-ws96-i-0087
987,3105A ,h# RIGHT h#,sw3105A-ws96-i-0030
988,3107B ,h# OUR HEALTH PLAN AND h#,sw3107B-ws96-i-0014
989,3108A ,h# WE h# WE RENTED ONE RECENTLY THAT SEEMED TO GO ON FOREVER h#,sw3108A-ws96-i-0013
990,3111A ,h# PROBLEMS h#,sw3111A-ws96-i-0014
991,3111A ,h# WHEREVER THERE ARE MORE h#,sw3111A-ws96-i-0030
992,3111A ,h# BECOME h#,sw3111A-ws96-i-0068
993,3112A ,h# THAT'S SOMETHING THAT I h#,sw3112A-ws96-i-0020
994,3113A ,h# AND SO HOW DO YOU h# RELATE AS TO WHETHER THIS h#,sw3113A-ws96-i-0032
995,3115B ,h# OH OKAY h#,sw3115B-ws96-i-0004
996,3115B ,h# YOU KNOW YOU TRY TO LAYER SO YOU CAN h# ADD OR h# OR h#,sw3115B-ws96-i-0010
997,3118A ,h# AND THEY HAVE TO STAY IN UNTIL THEY ALL AGREE_#,sw3118A-ws96-i-0013
998,3120A ,h# AND SO h#,sw3120A-ws96-i-0049
999,3121B ,h# PEOPLE'S PERSONAL SCHEDULES h#,sw3121B-ws96-i-0030
1000,3121B ,h# IT'S JUST NOT THAT PLEASANT_#,sw3121B-ws96-i-0112
1001,3123A ,h# NOW I DIDN'T EVEN REALIZE THAT AT ALL h#,sw3123A-ws96-i-0044
1002,3127A ,h# AND COURSE IN PLANO THAT'S A BIG DEAL h# WE'D h#,sw3127A-ws96-i-0010
1003,3133A ,h# THAT'S TRUE MAYBE THAT'S A WAY h#,sw3133A-ws96-i-0057
1004,3133B ,h# EVEN A SMALL AMOUNT OF EXPOSURE h# CAN MAKE A VAST DIFFERENCE h#,sw3133B-ws96-i-0069
1005,3134A ,h# IT'S h# SOMETHING LIKE THAT IT'S WORDED h#,sw3134A-ws96-i-0092
1006,3134B ,h# THAT'S NO GOOD h#,sw3134B-ws96-i-0060
1007,3135A ,h# WELL NO SHE DIDN'T LIVE WITH US h# THE FIRST ONE WAS AN h#,sw3135A-ws96-i-0045
1008,3141A ,ONE VERY OLD FAT CAT_#,sw3141A-ws96-i-0002
1009,3150A ,h# FOR THE PUNISHMENT h# ASPECT h#,sw3150A-ws96-i-0071
1010,3150B ,h# OH I'M PRETTY MUCH FOR IT h#,sw3150B-ws96-i-0003
1011,3153A ,BECAUSE THEY COST THE H M O MONEY h#,sw3153A-ws96-i-0045
1012,3159B ,h# DURING MY WORK I HAVE TO KEEP UP ON ALL THE h#,sw3159B-ws96-i-0030
1013,3181A ,AND_# THEN I LOST TWENTY ONE_#,sw3181A-ws96-i-0011
1014,3207B ,h# I'M TWENTY h#,sw3207B-ws96-i-0049
1015,3234A ,h# h# AND THEN WE GO OUTSIDE h#,sw3234A-ws96-i-0031
1016,3242A ,h# MIND BOGGLING h#,sw3242A-ws96-i-0065
1017,3252B ,h# HE'S EIGHTEEN POUNDS_#,sw3252B-ws96-i-0013
1018,3257A ,h# IT IS h#,sw3257A-ws96-i-0025
1019,3269B ,h# I THINK h# TWO_#,sw3269B-ws96-i-0008
1020,3270A ,h# SURE h#,sw3270A-ws96-i-0034
1021,3275A ,h# I'M FROM PLANO TEXAS h#,sw3275A-ws96-i-0065
1022,3275B ,h# I GOT IN TROUBLE WHEN I WAS IN THE SERVICE QUITE A FEW YEARS AGO LIKE h# TEN TO FIFTEEN THOUSAND DOLLARS IN TROUBLE h#,sw3275B-ws96-i-0005
1023,3293B ,h# AND YOU KNOW AND WE COULD h#,sw3293B-ws96-i-0042
1024,3309B ,h# POLITICIANS h#,sw3309B-ws96-i-0020
1025,3340B ,h# OH THAT'S TERRIBLE h#,sw3340B-ws96-i-0031
1026,3350A ,h# i HAVE BUT HE h# I DON'T KNOW HE JUST h#,sw3350A-ws96-i-0063
1027,3360B ,h# OR MORE h#,sw3360B-ws96-i-0038
1028,3371B ,h# BASEMENTS h#,sw3371B-ws96-i-0032
1029,3371B ,h# ISN'T IT FUNNY HOW FAMILIES END UP LIVING IN ONE ROOM IN THE HOUSE MOST OF THE TIME h#,sw3371B-ws96-i-0042
1030,3372A ,h# I h#,sw3372A-ws96-i-0006
1031,3372B ,h# SO WE'RE FAMILIAR WITH IT h#,sw3372B-ws96-i-0010
1032,3381B ,h# GUY THAT h# COMMITTED ALL THOSE MURDERS h#,sw3381B-ws96-i-0004
1033,3384B ,h# YES I DO h#,sw3384B-ws96-i-0001
1034,3389A ,h# BLOW OUT THEIR OPPONENTS THEY JUST SCORE JUST ENOUGH POINTS h#,sw3389A-ws96-i-0011
1035,3403B ,h# THAT'S RIGHT h#,sw3403B-ws96-i-0049
1036,3420A ,h# CHILD DEVELOPMENT h#,sw3420A-ws96-i-0032
1037,3429B ,h# I'M NOT h# NAIVE_#,sw3429B-ws96-i-0039
1038,3445B ,h# THAT'S OUT ON VIDEO I WANNA WATCH h# THAT h#,sw3445B-ws96-i-0036
1039,3452A ,h# FOUR OR FIVE h#,sw3452A-ws96-i-0011
1040,3453B ,h# TYPE THING h#,sw3453B-ws96-i-0058
1041,3457A ,h# SO h# AND h#,sw3457A-ws96-i-0004
1042,3508A ,h# SO NOW WE JUST h# PUT OURS OUT FOR THE h#,sw3508A-ws96-i-0016
1043,3515B ,h# AND YOU CAN GO UP THERE AND AND h# REDEEM WE'VE GOT ONE THAT GIVES YOU LIKE A PENNY A CAN h#,sw3515B-ws96-i-0009
1044,3517B ,h# YES I h#,sw3517B-ws96-i-0055
1045,3523B ,h# ah h# THAT'S INTERESTING h#,sw3523B-ws96-i-0025
1046,3530B ,h# NO NO SHE ISN'T AT ALL h#,sw3530B-ws96-i-0070
1047,3533B ,h# WE OPEN OUR PRESENTS ON CHRISTMAS DAY h#,sw3533B-ws96-i-0047
1048,3546A ,h# BOY OH BOY h# THAT'S NICE AND WARM h#,sw3546A-ws96-i-0002
1049,3550B ,h# UHHUH h#,sw3550B-ws96-i-0072
1050,3567A ,h# WHERE THE CHILD IS GOING TO GO TO A UNIVERSITY h#,sw3567A-ws96-i-0002
1051,3571A ,h# OH YEAH h#,sw3571A-ws96-i-0040
1052,3576B ,h# OH THAT SOUNDS LOVELY_#,sw3576B-ws96-i-0019
1053,3606A ,h# NO h#,sw3606A-ws96-i-0057
1054,3607B ,h# AND AND TRY TO REMEMBER WHERE YOU ARE AT ALL TIMES h#,sw3607B-ws96-i-0032
1055,3607B ,h# BUT UH THE SOIL RIGHT UNDER THIS IS A CLAY h#,sw3607B-ws96-i-0043
1056,3615B ,NO h#,sw3615B-ws96-i-0069
1057,3657B ,h# ON ON NOT ONLY P Cs h#,sw3657B-ws96-i-0008
1058,3658A ,h# AND JUST THE LEGAL h#,sw3658A-ws96-i-0045
1059,3660B ,h# GOOD DEAL h#,sw3660B-ws96-i-0040
1060,3675A ,h# I'M INTO COMPUTERS TOO I h#,sw3675A-ws96-i-0043
1061,3675B ,h# I JUST GOT THAT A FEW DAYS AGO h#,sw3675B-ws96-i-0079
1062,3688B ,h# HOPE IT'S A GOOD PROGRAM THERE h#,sw3688B-ws96-i-0063
1063,3690A ,h# WHICH WAS IMPOSSIBLE BEFORE h#,sw3690A-ws96-i-0036
1064,3697A ,h# OKAY h# OKAY h#,sw3697A-ws96-i-0044
1065,3698A ,h# TO FIGHT A TICKET h#,sw3698A-ws96-i-0053
1066,3745B ,h# EDUCATION IS GIVEN TO THEM h#,sw3745B-ws96-i-0040
1067,3746B ,h# YEAH h#,sw3746B-ws96-i-0022
1068,3768A ,h# YEAH WELL I'VE BEEN OVER THERE TOO h#,sw3768A-ws96-i-0007
1069,3769B ,h# ADDS UP AND IT'S NOT HEALTHY AND h#,sw3769B-ws96-i-0041
1070,3774B ,h# I DID YOU KNOW I h# WOULDN'T BE CAUGHT DEAD h# LIKE BEING OUT THAT LATE AT NIGHT h#,sw3774B-ws96-i-0065
1071,3777B ,h# CHILDREN ORIENTED TELEVISION SHOWS_#,sw3777B-ws96-i-0069
1072,3778A ,h# THEY HAVE ALL THOSE CROPS ?_#,sw3778A-ws96-i-0064
1073,3783A ,h# TYPE THING OUT h#,sw3783A-ws96-i-0029
1074,3786A ,h# OKAY h# SO YOU WERE WITH T I HUH h#,sw3786A-ws96-i-0001
1075,3786A ,h# PICKED ON IN THE SENSE OF BEING THE WHIPPING BOY h# DOLLAR WISE IN THE CORPORATION you YOU KNOW h#,sw3786A-ws96-i-0044
1076,3792A ,h# YOU REALLY HAVE TO h#,sw3792A-ws96-i-0048
1077,3798A ,h# I MEAN I h# I DEFINITELY THINK THAT IT'S THE DRUG PROBLEM THAT NEEDS TO BE ADDRESSED BUT AS YOU SAY h#,sw3798A-ws96-i-0055
1078,3830A ,h# OH IS THAT RIGHT h#,sw3830A-ws96-i-0048
1079,3839A ,h# BRINGING MY HOUSE UP TO DATE REALLY h#,sw3839A-ws96-i-0010
1080,3844A ,h# VERY h#,sw3844A-ws96-i-0051
